Customer_ID,Gender,Age,City,Loyalty_Status,Signup_Date,Email
239,Female,20,Nakuru,Gold,2022-07-14,singletonwalter@example.org
240,Male,29,Kisumu,Bronze,2022-12-18,monica42@example.org
241,Female,70,Kisumu,Bronze,2023-09-23,ricardoponce@example.com
242,Female,63,Nakuru,Bronze,2025-06-26,kimberlygood@example.com
243,Male,40,Kisumu,Gold,2025-12-16,linda00@example.org
244,Female,58,Mombasa,Silver,2023-11-01,ksmall@example.org
245,Female,35,Thika,Bronze,2025-06-04,foxerin@example.org
246,Male,63,Eldoret,Gold,2025-05-06,nicolecruz@example.com
247,Female,40,Nakuru,Gold,2024-09-03,cthomas@example.org
248,Female,27,Mombasa,Gold,2024-05-23,arnoldryan@example.com
249,Male,62,Mombasa,Bronze,2022-12-23,heather95@example.org
250,Female,33,Mombasa,Gold,2025-11-29,jacksondorothy@example.com
251,Female,60,Nairobi,Gold,2022-10-22,sethvaldez@example.net
252,Male,41,Nairobi,Gold,2023-02-22,matthewskimberly@example.com
253,Female,65,Nakuru,Gold,2025-06-07,adam52@example.org
254,Female,64,Nakuru,Gold,2023-02-05,amanda90@example.org
255,Male,38,Kisumu,Bronze,2023-06-01,zmccormick@example.com
256,Female,26,Nairobi,Silver,2025-03-07,cjackson@example.com
257,Male,54,Malindi,Silver,2024-01-24,jeanette46@example.com
258,Male,44,Thika,Bronze,2024-12-28,lrussell@example.org
259,Female,50,Kisumu,Silver,2022-06-04,bfitzgerald@example.net
260,Male,24,Kisumu,Gold,2023-02-05,jenniferpearson@example.com
261,Female,37,Mombasa,Bronze,2025-07-14,fgray@example.com
262,Female,60,Thika,Bronze,2026-03-15,paul08@example.com
263,Female,54,Mombasa,Silver,2025-11-24,katrina37@example.net
264,Female,61,Malindi,Gold,2024-02-17,johnsonjohn@example.com
265,Female,47,Nakuru,Gold,2022-12-01,williamsjames@example.com
266,Male,50,Nairobi,Gold,2026-03-01,charlesperez@example.org
267,Male,54,Nakuru,Gold,2024-11-08,morgan99@example.net
268,Female,39,Thika,Silver,2025-08-19,mooredana@example.com
269,Male,40,Nakuru,Silver,2024-09-14,eflores@example.com
270,Female,42,Nairobi,Gold,2022-06-02,kevin53@example.com
271,Male,39,Nairobi,Silver,2024-11-21,maynardjason@example.org
272,Male,27,Malindi,Bronze,2024-12-12,gphelps@example.com
273,Female,22,Kisumu,Gold,2024-08-13,hhardin@example.org
274,Male,29,Eldoret,Silver,2024-05-27,mosesjohn@example.org
275,Female,65,Eldoret,Bronze,2024-10-27,michellesolis@example.net
276,Female,44,Malindi,Silver,2023-10-06,juarezsarah@example.org
277,Female,25,Malindi,Bronze,2024-03-31,crosssandra@example.org
278,Male,39,Nakuru,Bronze,2022-06-06,joseph50@example.org
279,Male,22,Thika,Gold,2022-11-30,jonesantonio@example.com
280,Male,48,Mombasa,Silver,2025-11-09,mariashaw@example.org
281,Female,25,Eldoret,Bronze,2022-07-25,qrowe@example.org
282,Male,33,Nakuru,Bronze,2024-07-22,brianrichardson@example.org
283,Female,70,Nakuru,Silver,2025-10-07,huntelizabeth@example.com
284,Male,70,Mombasa,Gold,2026-01-26,rjones@example.net
285,Female,18,Nakuru,Bronze,2023-02-05,jamesboone@example.com
286,Male,56,Eldoret,Gold,2023-10-16,aaronmorgan@example.org
287,Female,67,Kisumu,Bronze,2025-08-27,michael37@example.org
288,Female,52,Kisumu,Gold,2024-06-23,robert95@example.org
289,Male,33,Nairobi,Gold,2022-05-10,ericaflores@example.com
290,Male,69,Nakuru,Bronze,2022-03-22,joshuaweeks@example.org
291,Male,51,Malindi,Gold,2022-06-30,derrick37@example.net
292,Male,21,Kisumu,Gold,2022-09-05,lindsaycasey@example.org
293,Male,45,Nakuru,Bronze,2022-06-08,nanderson@example.com
294,Male,51,Nakuru,Gold,2022-06-25,daniellecunningham@example.org
295,Female,65,Nakuru,Gold,2023-10-14,jamesbryan@example.com
296,Female,20,Mombasa,Bronze,2024-09-25,gbarrett@example.org
297,Male,49,Kisumu,Gold,2022-09-03,lisahayes@example.net
298,Male,18,Eldoret,Gold,2024-11-10,rbennett@example.net
299,Female,29,Nairobi,Gold,2023-10-30,sandra79@example.com
300,Male,38,Nakuru,Bronze,2024-07-10,ncook@example.com
301,Male,57,Mombasa,Bronze,2022-06-01,leaton@example.net
302,Female,59,Thika,Silver,2022-12-16,zdiaz@example.org
303,Female,51,Nairobi,Bronze,2023-05-13,victorlee@example.com
304,Male,49,Eldoret,Gold,2023-02-03,lindsay41@example.net
305,Female,63,Mombasa,Silver,2026-02-20,mandysmith@example.net
306,Female,70,Eldoret,Gold,2024-12-29,christyrios@example.org
307,Female,26,Nakuru,Gold,2024-05-04,theodoreortiz@example.org
308,Male,55,Nairobi,Silver,2024-09-17,levymegan@example.org
309,Male,48,Malindi,Silver,2023-06-01,reginayoung@example.net
310,Female,24,Kisumu,Bronze,2023-08-17,sweeneymichael@example.net
311,Male,39,Eldoret,Bronze,2022-06-10,hbarton@example.com
312,Male,40,Mombasa,Bronze,2024-12-08,jenniferpeterson@example.org
313,Female,58,Nakuru,Gold,2026-01-10,danielbonilla@example.net
314,Female,43,Nairobi,Silver,2025-12-26,christopher18@example.org
315,Female,34,Eldoret,Gold,2026-03-02,olee@example.com
316,Male,48,Kisumu,Gold,2025-04-10,melissa73@example.net
317,Female,24,Nairobi,Gold,2024-01-18,david41@example.com
318,Female,41,Kisumu,Gold,2026-01-02,ronaldsmith@example.com
319,Female,51,Mombasa,Bronze,2023-04-27,stevenwilliams@example.com
320,Male,40,Eldoret,Silver,2025-10-16,ismith@example.com
321,Female,58,Nairobi,Gold,2025-05-04,jasminehansen@example.org
322,Male,26,Mombasa,Silver,2025-12-01,brockjoshua@example.net
323,Male,34,Kisumu,Bronze,2025-03-14,julielynn@example.com
324,Male,62,Mombasa,Silver,2024-03-11,carlosrichardson@example.net
325,Female,60,Malindi,Silver,2025-10-06,samuelowens@example.net
326,Female,33,Mombasa,Silver,2023-08-17,zgregory@example.net
327,Female,62,Eldoret,Silver,2024-10-19,svasquez@example.com
328,Male,28,Kisumu,Bronze,2023-04-29,ehunter@example.com
329,Male,60,Nairobi,Bronze,2024-06-15,regina56@example.com
330,Male,24,Kisumu,Silver,2024-07-31,danielle25@example.com
331,Female,57,Nakuru,Gold,2026-02-18,qbrown@example.net
332,Male,41,Mombasa,Silver,2024-10-03,wsmith@example.net
333,Female,55,Malindi,Bronze,2025-05-04,castilloshawn@example.net
334,Female,21,Mombasa,Silver,2026-03-10,ljames@example.org
335,Male,67,Thika,Bronze,2022-10-21,tony34@example.net
336,Male,68,Eldoret,Silver,2023-08-20,bparker@example.com
337,Female,47,Kisumu,Silver,2025-02-28,marcialawson@example.net
338,Male,53,Kisumu,Silver,2024-11-22,carmenreese@example.net
339,Male,52,Mombasa,Bronze,2026-03-13,grantjessica@example.net
340,Female,23,Kisumu,Gold,2023-09-17,watsonjay@example.net
341,Male,29,Nakuru,Gold,2024-05-06,paige64@example.com
342,Female,64,Nakuru,Bronze,2022-09-28,leslie93@example.net
343,Male,19,Kisumu,Silver,2025-07-16,heatherberry@example.net
344,Female,49,Kisumu,Bronze,2024-02-13,russell09@example.org
345,Male,26,Nakuru,Gold,2024-05-01,gchen@example.com
346,Female,68,Thika,Bronze,2025-08-05,fgreene@example.net
347,Female,24,Nairobi,Gold,2022-07-17,michaelbrown@example.net
348,Male,29,Thika,Silver,2024-04-17,joannavincent@example.com
349,Male,64,Nairobi,Bronze,2025-02-07,robinsondeborah@example.com
350,Male,29,Kisumu,Gold,2025-09-03,crystalburton@example.com
351,Female,58,Malindi,Silver,2025-11-29,michael13@example.org
352,Male,39,Malindi,Bronze,2022-10-10,denise67@example.com
353,Male,35,Kisumu,Silver,2022-12-26,gshields@example.com
354,Male,28,Nakuru,Silver,2025-03-14,fwatkins@example.net
355,Female,23,Eldoret,Silver,2025-08-02,vmaldonado@example.com
356,Male,20,Kisumu,Gold,2024-02-07,gwright@example.com
357,Male,36,Kisumu,Silver,2025-06-11,upierce@example.net
358,Male,64,Eldoret,Silver,2025-01-29,jasmineadams@example.com
359,Male,52,Malindi,Gold,2023-04-07,hmckenzie@example.com
360,Female,42,Mombasa,Silver,2022-11-03,renee84@example.org
361,Male,63,Kisumu,Gold,2025-07-01,melvin30@example.com
362,Male,64,Kisumu,Bronze,2025-09-27,dickersonjennifer@example.com
363,Female,20,Eldoret,Bronze,2025-09-21,halldavid@example.net
364,Male,59,Thika,Silver,2024-01-24,melvinschroeder@example.com
365,Female,47,Nakuru,Silver,2023-11-07,brettjones@example.org
366,Male,58,Eldoret,Bronze,2024-07-04,higginsjames@example.com
367,Male,62,Malindi,Gold,2025-01-11,amyrichardson@example.com
368,Female,52,Thika,Silver,2026-02-03,sross@example.net
369,Female,66,Mombasa,Gold,2024-04-06,evelazquez@example.net
370,Male,35,Eldoret,Silver,2025-07-30,ricetodd@example.com
371,Male,24,Nakuru,Gold,2025-12-09,sanderslaura@example.net
372,Male,37,Thika,Gold,2022-05-31,christopherlewis@example.org
373,Male,62,Nakuru,Silver,2025-05-18,mitchellalexander@example.net
374,Male,36,Mombasa,Gold,2023-07-27,grantmatthew@example.com
375,Female,20,Mombasa,Gold,2023-10-02,asaunders@example.org
376,Female,18,Kisumu,Bronze,2025-04-30,lutzlauren@example.com
377,Male,43,Nairobi,Gold,2022-10-06,sherylgarcia@example.net
378,Male,61,Mombasa,Silver,2023-09-03,pmccoy@example.com
379,Male,63,Malindi,Silver,2025-11-26,ian33@example.net
380,Female,46,Nairobi,Gold,2025-04-28,berryandrew@example.net
381,Female,70,Kisumu,Gold,2023-09-22,latasha50@example.org
382,Male,23,Nairobi,Silver,2024-08-19,warrenrichard@example.net
383,Female,29,Nairobi,Silver,2023-05-13,howardmatthew@example.net
384,Male,41,Kisumu,Gold,2022-10-10,wendyrodriguez@example.net
385,Male,39,Mombasa,Silver,2024-03-29,jacksonchristine@example.org
386,Female,48,Kisumu,Silver,2025-08-30,tammylewis@example.net
387,Male,49,Nakuru,Silver,2025-11-21,blanchardcatherine@example.com
388,Female,50,Malindi,Gold,2025-11-19,brownsteven@example.com
389,Male,43,Nairobi,Bronze,2022-04-18,candaceberger@example.org
390,Male,39,Nairobi,Silver,2025-03-05,wyattjamie@example.org
391,Male,36,Malindi,Bronze,2023-02-25,kayla77@example.org
392,Female,62,Mombasa,Silver,2025-08-03,meadowsthomas@example.com
393,Male,32,Nairobi,Gold,2025-11-07,crawfordroy@example.com
394,Female,66,Nakuru,Bronze,2025-10-30,matthewharding@example.net
395,Female,68,Nairobi,Gold,2023-10-26,lewisandrew@example.com
396,Male,58,Eldoret,Silver,2024-01-21,doyletony@example.net
397,Female,50,Mombasa,Gold,2023-11-09,christina31@example.org
398,Female,35,Malindi,Bronze,2024-05-02,williamking@example.org
399,Female,37,Mombasa,Gold,2026-01-21,johnsonsarah@example.org
400,Female,32,Malindi,Silver,2025-01-28,aguilarvictoria@example.net
401,Male,51,Nakuru,Silver,2023-12-23,davidsmith@example.org
402,Male,20,Thika,Bronze,2023-02-13,jasonwilliams@example.net
403,Female,29,Eldoret,Bronze,2024-05-14,ellisandrew@example.org
404,Male,68,Thika,Silver,2023-10-10,melanie64@example.net
405,Male,61,Nakuru,Gold,2025-05-18,antoniodavis@example.org
406,Female,31,Nakuru,Bronze,2024-09-06,cynthiavazquez@example.com
407,Female,41,Eldoret,Silver,2025-06-29,debbie36@example.org
408,Male,23,Nairobi,Silver,2025-01-02,fullerkenneth@example.org
409,Female,62,Nakuru,Bronze,2025-06-27,rcox@example.com
410,Female,47,Mombasa,Gold,2025-12-17,garciaanna@example.net
411,Male,45,Mombasa,Silver,2024-10-04,leslie60@example.com
